user_id,duration_text,condition_text,threshold_text,accuracy,resptime,missnumber,gaze_entropy_raw,gaze_entropy_limit,q1,q2,q3,q4,q5,q6
15,short,no distraction,filtered,1.0,0.6361565854814317,1,0.29,0.29,6.0,7.0,1.0,4.0,4.0,3.0
15,long,with distraction,none,1.0,0.8914185285568237,0,0.23,0.23,4.0,4.0,1.0,1.0,1.0,1.0
15,long,with distraction,static,1.0,0.9453155729505751,1,0.37,0.37,6.0,3.0,3.0,2.0,2.0,1.0
15,long,with distraction,filtered,1.0,0.8587802171707153,0,0.29,0.29,6.0,6.0,2.0,5.0,3.0,4.0
15,long,no distraction,none,1.0,0.799713929494222,1,0.25,0.25,4.0,4.0,1.0,1.0,1.0,1.0
15,long,no distraction,static,1.0,0.690136981010437,0,0.37,0.37,4.0,1.0,5.0,3.0,6.0,3.0
15,long,no distraction,filtered,1.0,0.7486280070410835,1,0.26,0.26,1.0,1.0,2.0,5.0,3.0,2.0
16,short,with distraction,none,1.0,0.8568025350570678,0,0.36,0.36,4.0,4.0,1.0,1.0,1.0,1.0
16,short,with distraction,static,0.9,0.8522462129592896,0,0.37,0.37,6.0,6.0,6.0,5.0,5.0,7.0
16,short,with distraction,filtered,1.0,0.8772039413452148,0,0.33,0.33,5.0,5.0,3.0,5.0,3.0,5.0
16,short,no distraction,none,1.0,0.6119206666946411,0,0.34,0.34,4.0,4.0,1.0,1.0,1.0,1.0
16,short,no distraction,static,1.0,0.8000437974929809,0,0.14,0.14,5.0,3.0,2.0,2.0,2.0,3.0
16,short,no distraction,filtered,1.0,0.7248362302780151,0,0.35,0.35,6.0,5.0,6.0,6.0,5.0,6.0
16,long,with distraction,none,1.0,1.187946531507704,1,0.22,0.22,4.0,4.0,1.0,1.0,1.0,1.0
16,long,with distraction,static,1.0,1.030464196205139,0,0.35,0.35,2.0,4.0,5.0,2.0,2.0,3.0
16,long,with distraction,filtered,1.0,1.0097009241580963,2,0.37,0.37,5.0,5.0,5.0,6.0,6.0,7.0
16,long,no distraction,none,1.0,0.9293206453323364,0,0.24,0.24,4.0,4.0,1.0,1.0,1.0,1.0
16,long,no distraction,static,1.0,0.718789005279541,0,0.25,0.25,2.0,3.0,3.0,2.0,1.0,1.0
16,long,no distraction,filtered,1.0,0.8766723871231079,0,0.28,0.28,2.0,5.0,2.0,4.0,2.0,4.0
17,short,with distraction,none,1.0,0.9250882148742676,0,0.36,0.36,4.0,4.0,1.0,1.0,1.0,1.0
17,short,with distraction,static,0.9,0.9040249347686767,0,0.37,0.37,3.0,4.0,2.0,4.0,3.0,5.0
17,short,with distraction,filtered,1.0,0.8809104919433594,0,0.34,0.34,3.0,3.0,2.0,6.0,5.0,6.0
17,short,no distraction,none,1.0,0.6625232219696044,0,0.33,0.33,4.0,4.0,1.0,1.0,1.0,1.0
17,short,no distraction,static,1.0,0.7256696701049805,0,0.37,0.37,3.0,3.0,2.0,5.0,5.0,5.0
17,short,no distraction,filtered,1.0,0.7676882743835449,0,0.36,0.36,3.0,3.0,3.0,3.0,3.0,5.0
17,long,with distraction,none,1.0,1.3753579722510443,1,0.31,0.31,4.0,4.0,1.0,1.0,1.0,1.0
17,long,with distraction,static,1.0,1.1460873126983642,0,0.37,0.37,5.0,3.0,2.0,5.0,4.0,5.0
17,long,with distraction,filtered,1.0,1.1019032796223958,1,0.29,0.29,3.0,3.0,3.0,5.0,5.0,4.0
17,long,no distraction,none,1.0,0.959828519821167,0,0.2,0.2,4.0,4.0,1.0,1.0,1.0,1.0
17,long,no distraction,static,0.9,0.9234986305236816,0,0.35,0.35,6.0,5.0,5.0,5.0,2.0,6.0
17,long,no distraction,filtered,1.0,0.9361415386199952,0,0.25,0.25,3.0,2.0,3.0,3.0,3.0,5.0
18,short,with distraction,none,1.0,0.782908821105957,0,0.26,0.26,4.0,4.0,1.0,1.0,1.0,1.0
18,short,with distraction,static,1.0,0.7815476894378662,0,0.37,0.37,4.0,4.0,1.0,1.0,1.0,2.0
18,short,with distraction,filtered,0.9,0.7929246425628662,0,0.35,0.35,3.0,3.0,2.0,2.0,2.0,2.0
18,short,no distraction,none,1.0,0.5729087114334106,0,0.26,0.26,4.0,4.0,1.0,1.0,1.0,1.0
18,short,no distraction,static,1.0,0.5845025539398193,0,0.37,0.37,3.0,4.0,2.0,1.0,2.0,1.0
18,short,no distraction,filtered,1.0,0.6388660192489624,0,0.31,0.31,4.0,4.0,1.0,1.0,1.0,1.0
18,long,with distraction,none,1.0,0.7988320456610786,1,0.27,0.27,4.0,4.0,1.0,1.0,1.0,1.0
18,long,with distraction,static,0.9,0.8754650592803955,0,0.35,0.35,4.0,3.0,3.0,2.0,3.0,2.0
18,long,with distraction,filtered,1.0,0.8876642465591431,0,0.25,0.25,3.0,2.0,4.0,2.0,4.0,2.0
18,long,no distraction,none,1.0,0.7616577386856079,0,0.18,0.18,4.0,4.0,1.0,1.0,1.0,1.0
18,long,no distraction,static,1.0,0.6688232421875,0,0.37,0.37,5.0,5.0,1.0,3.0,3.0,3.0
18,long,no distraction,filtered,1.0,0.6999825954437255,0,0.13,0.13,6.0,6.0,2.0,1.0,2.0,1.0
19,short,with distraction,none,1.0,0.9107183615366617,1,0.34,0.34,5.0,5.0,1.0,2.0,3.0,3.0
19,short,with distraction,static,0.9,0.8462113857269287,0,0.35,0.35,6.0,5.0,1.0,1.0,2.0,3.0
19,short,with distraction,filtered,1.0,0.9135873079299927,0,0.37,0.37,7.0,6.0,1.0,2.0,1.0,2.0
19,short,no distraction,none,1.0,0.6939100027084351,0,0.36,0.36,4.0,4.0,1.0,1.0,1.0,1.0
19,short,no distraction,static,1.0,0.7298975944519043,0,0.35,0.35,6.0,6.0,1.0,2.0,3.0,3.0
19,short,no distraction,filtered,0.9,0.6641676902770997,0,0.2,0.2,5.0,5.0,2.0,4.0,3.0,4.0
19,long,with distraction,none,1.0,1.218636883629693,1,0.35,0.35,3.0,3.0,2.0,3.0,3.0,3.0
19,long,with distraction,static,1.0,1.0447763442993163,0,0.36,0.36,3.0,4.0,1.0,3.0,2.0,3.0
19,long,with distraction,filtered,1.0,1.025539517402649,2,0.26,0.26,5.0,5.0,3.0,4.0,3.0,3.0
19,long,no distraction,none,1.0,0.9987437009811402,0,0.24,0.24,4.0,4.0,1.0,1.0,1.0,1.0
19,long,no distraction,static,1.0,0.8573556476169162,1,0.36,0.36,2.0,3.0,2.0,4.0,2.0,4.0
19,long,no distraction,filtered,1.0,0.9757696866989136,0,0.3,0.3,3.0,3.0,2.0,3.0,3.0,5.0
20,short,with distraction,none,1.0,0.8778649091720581,0,0.37,0.37,4.0,4.0,1.0,1.0,1.0,1.0
20,short,with distraction,static,1.0,0.9563004493713378,0,0.34,0.34,2.0,3.0,7.0,2.0,6.0,1.0
20,short,with distraction,filtered,1.0,0.8160762548446655,0,0.16,0.16,4.0,4.0,1.0,1.0,1.0,1.0
20,short,no distraction,none,1.0,0.5897047519683838,0,0.37,0.37,4.0,4.0,1.0,1.0,1.0,1.0
